image_path,question,real_answer,formatted_pred,prediction
tdiuc_templates,How many apples are in the picture?,9,50,50
imported_genome,How many windows are shown?,4,3,3
imported_vqa,How many people is there?,1,1,1
tdiuc_templates,How many people are in the photo?,4,6,6
tdiuc_templates,How many people can be seen?,3,8,8
imported_genome,How many towels are visible?,4,4,4
imported_vqa,How many people are in this photo?,4,4,4
imported_vqa,How many birds?,2,2,2
tdiuc_templates,How many kites are there?,9,15,15
imported_genome,How many boys are playing?,2,2,2
imported_vqa,How many bracelets are visible?,3,4,4
imported_vqa,How many people are actually in this photo?,8,7,seven
imported_genome,How many people are there?,3,3,3
tdiuc_templates,How many people are there?,6,4,4
tdiuc_templates,How many people can be seen?,8,6,six
tdiuc_templates,How many hot dogs are there?,3,4,4
imported_genome,How many people are reflected?,3,3,3
imported_vqa,How many cows are there?,7,8,8
tdiuc_templates,How many motorcycles are visible?,2,3,three
tdiuc_templates,How many people are there?,5,10,10
tdiuc_templates,How many people are in the photo?,6,8,8
imported_genome,How many animals are pictured here?,2,2,2
imported_vqa,How many feet are on the ground?,8,8,8
imported_vqa,How many pieces are there?,9,12,12
tdiuc_templates,How many cars are in the photo?,3,5,5
imported_genome,How many prongs does the fork have?,4,4,4
tdiuc_templates,How many bowls are in the photo?,6,3,three
imported_genome,How many animals appear in the photo?,1,1,1
imported_genome,How many hats are in the picture?,2,2,2
tdiuc_templates,How many cups can be seen?,4,4,four
imported_genome,How many benches are there?,3,2,2
imported_vqa,How many humans are in this photo?,0,0,0
imported_vqa,How many people are at each table?,5,2,2
imported_genome,How many people are there?,1,1,1
tdiuc_templates,How many broccolis are in the picture?,6,4,4
tdiuc_templates,How many cakes can be seen?,7,1,one
imported_genome,How many bears are in the photo?,1,1,1
tdiuc_templates,How many chairs are in the photo?,6,8,eight
imported_genome,How many elephants are shown?,8,10,10
tdiuc_templates,How many bananas are there?,3,100,100
tdiuc_templates,How many people can you see?,5,5,5
imported_genome,How many horses are in the picture?,1,1,1
imported_genome,How many Roman numbers are on the clock?,12,12,12
tdiuc_templates,How many people are in the picture?,10,12,12
imported_vqa,How many buses are parked?,3,2,two
tdiuc_templates,How many people are in the photo?,4,4,4
imported_vqa,How many zebras are in the photo?,5,5,5
tdiuc_templates,How many people can you see?,5,5,5
tdiuc_templates,How many people are there?,3,3,3
imported_vqa,How many windows are visible?,12,12,12
tdiuc_templates,How many people are there?,2,2,two
generate,How many train cars are on the right of the man ?,0,0,0
generate,How many trains are on the tracks?,0,0,0
imported_genome,How many windows are visible on the train excluding the door?,6,6,6
generate,How many objects on the window sill over the sink are made to hold coffee?,0,0,0
tdiuc_templates,How many chairs can you see?,4,4,4
tdiuc_templates,How many hot dogs are there?,6,0,0
tdiuc_templates,How many bicycles can you see?,2,2,2
imported_genome,How many chairs are pictured?,6,6,6
imported_genome,How many zebras are there?,4,4,four
imported_genome,How many wheels?,4,4,4
imported_genome,How many toilets are in the picture?,1,1,1
tdiuc_templates,How many elephants are in the picture?,9,9,nine
tdiuc_templates,How many donuts are there?,7,6,6
tdiuc_templates,How many donuts are in the picture?,5,-1,more than ten
imported_vqa,How many people are in the picture?,4,4,4
tdiuc_templates,How many boats can you see?,6,6,6
tdiuc_templates,How many people are in the picture?,3,2,two
tdiuc_templates,How many teddy bears are visible?,6,4,4
imported_genome,How many lights are around each lamp post?,6,4,four
tdiuc_templates,How many people are there?,5,-1,lot
tdiuc_templates,How many people are there?,5,-1,more than ten
imported_vqa,How many people are shown?,8,9,9
tdiuc_templates,How many surfboards are in the picture?,14,20,20
imported_vqa,How many train tracks can you see?,1,1,1
imported_vqa,How many animals are here?,4,2,2
tdiuc_templates,How many people are visible?,6,7,seven
tdiuc_templates,How many couches are there?,2,2,2
imported_genome,How many people are seen?,7,8,8
imported_vqa,How many roses are shown?,8,8,8
imported_genome,How many hoops?,8,4,4
tdiuc_templates,How many people are in the photo?,4,4,4
tdiuc_templates,How many dining tables are in the picture?,6,1,1
tdiuc_templates,How many donuts are in the photo?,6,6,6
tdiuc_templates,How many broccolis are there?,6,3,3
tdiuc_templates,How many cars are there?,7,10,10
imported_genome,How many bears are in the picture?,10,12,12
tdiuc_templates,How many chairs are in the photo?,7,2,two
imported_genome,How many elephants are in the scene?,4,4,4
tdiuc_templates,How many apples are there?,3,3,3
imported_genome,How many fingers can you see?,8,8,8
tdiuc_templates,How many umbrellas can you see?,4,5,5
imported_vqa,How many trees are in the picture?,1,1,1
generate,How many people is wearing cap?,0,0,0
imported_genome,How many shot glasses are on the table?,2,3,3
imported_genome,How many buses are visible?,1,1,one
imported_vqa,How many birds are there?,6,6,6
generate,How many signs have bus icon on a pole?,0,1,one
imported_vqa,How many people can sit in here?,4,4,4
generate,How many cars are facing away from the camera?,0,1,one
tdiuc_templates,How many people are there?,8,-1,more than ten
imported_genome,How many people can be seen?,3,3,3
tdiuc_templates,How many umbrellas are visible?,10,12,twelve
tdiuc_templates,How many people are there?,11,-1,many
imported_genome,How many burners are on the stove?,4,4,four
tdiuc_templates,How many people are there?,6,-1,more than ten
amt,How many cans of monster are in the image?,6,2,2
imported_vqa,How many people can be counted in this photo?,4,5,5
imported_vqa,How many people are in this picture?,2,1,1
tdiuc_templates,How many chairs can be seen?,6,10,10
imported_vqa,How many animals can be seen?,13,15,15
imported_genome,How many people are in this photo?,0,0,0
imported_vqa,How many flowers can you see in the mirror?,6,6,6
imported_genome,How many propellers on the plane?,4,4,4
tdiuc_templates,How many oranges are in the picture?,11,-1,more than ten
imported_genome,How many motorcycles are there?,6,6,6
imported_vqa,How many children in the picture?,1,0,0
tdiuc_templates,How many people can be seen?,10,12,12
tdiuc_templates,How many people are in the photo?,5,7,7
tdiuc_templates,How many umbrellas are in the photo?,6,12,12
tdiuc_templates,How many birds are visible?,3,5,five
amt,How many red bowls in the image?,8,7,7
imported_vqa,How many young women are there?,7,7,7
tdiuc_templates,How many elephants are there?,5,7,7
tdiuc_templates,How many people are in the photo?,9,-1,more than ten
tdiuc_templates,How many people are visible?,5,5,five
imported_vqa,How many people are there?,10,10,10
imported_vqa,How many dogs are there?,2,1,one
imported_vqa,How many people are in this picture completely?,4,4,4
tdiuc_templates,How many people are in the picture?,6,4,4
imported_genome,How many candles are shown lit?,4,2,2
tdiuc_templates,How many cakes are visible?,7,3,3
tdiuc_templates,How many people are in the picture?,7,12,12
imported_vqa,How many meatballs are in the biggest dish?,0,0,0
tdiuc_templates,How many people are in the picture?,12,-1,more than ten
imported_genome,How many people are in the photo?,2,2,2
imported_vqa,How many zebra are located in the image?,5,6,6
imported_genome,How many bicycles are in this photo?,2,3,3
tdiuc_templates,How many sandwiches can be seen?,1,1,1
imported_genome,How many people are in the photo?,6,10,10
tdiuc_templates,How many beds are in the photo?,9,11,11
amt,How many red buttons are on the remote in the image?,3,0,0
tdiuc_templates,How many potted plants can be seen?,5,7,seven
tdiuc_templates,How many giraffes can you see?,6,7,7
generate,How many black dogs are in the image?,0,0,0
generate,How many boats are in the water?,0,0,0
imported_vqa,How many giraffes are in the picture?,5,5,5
imported_genome,How many bottles are on the shelf?,2,2,2
generate,How many large giraffes are there?,0,0,0
tdiuc_templates,How many carrots are visible?,7,15,15
tdiuc_templates,How many elephants are visible?,7,9,nine
tdiuc_templates,How many chairs are in the picture?,2,2,two
tdiuc_templates,How many people are there?,9,7,seven
imported_vqa,How many jars are in the fridge?,13,12,12
tdiuc_templates,How many broccolis are in the picture?,8,20,20
imported_vqa,How many animals are there?,12,20,20
amt,How many of the stripes are red?,5,3,3
tdiuc_templates,How many microwaves are visible?,1,1,one
imported_vqa,How many white circles are on the skiers shirt?,5,2,two
generate,How many cars does the train have?,0,0,0
tdiuc_templates,How many cups can you see?,3,3,3
imported_genome,How many cakes on the table?,1,1,1
tdiuc_templates,How many cakes are there?,11,12,12
tdiuc_templates,How many cakes are in the photo?,1,1,1
imported_vqa,How many flowers are there?,5,6,6
imported_vqa,How many lug nuts are on the truck's wheels?,10,10,10
tdiuc_templates,How many people are there?,7,-1,more than ten
imported_vqa,How many poles can be seen?,6,4,four
imported_genome,How many peaches are there?,2,0,0
tdiuc_templates,How many people are in the photo?,4,7,seven
imported_genome,How many bags are there?,4,3,3
imported_genome,How many screens are there?,8,2,two
amt,How many visible walls have a window?,1,1,1
tdiuc_templates,How many hot dogs are there?,8,12,12
tdiuc_templates,How many teddy bears can be seen?,2,1,1
tdiuc_templates,How many people can you see?,7,15,15
tdiuc_templates,How many chairs are there?,6,6,6
tdiuc_templates,How many giraffes can be seen?,3,3,three
imported_genome,How many horses are there?,2,2,2
tdiuc_templates,How many people are there?,6,7,seven
tdiuc_templates,How many chairs are there?,4,2,2
imported_vqa,How many elephants is there?,7,7,7
imported_genome,How many claws are shown?,9,10,10
imported_vqa,How many framed pictures are on the wall?,1,1,1
tdiuc_templates,How many people can be seen?,3,3,3
tdiuc_templates,How many people are in the picture?,3,3,three
imported_vqa,How many cars are parked?,7,6,6
tdiuc_templates,How many cars are there?,4,10,10
imported_vqa,How many legs are in the picture?,6,8,8
tdiuc_templates,How many people are in the photo?,6,5,5
tdiuc_templates,How many people are visible?,4,5,5
tdiuc_templates,How many chairs can be seen?,2,2,2
imported_vqa,How many sheep are part of the herd?,8,8,eight
amt,How many white buttonspins are seen in the picture?,3,3,3
amt,How many signs of description of food are in the picture?,8,7,seven
tdiuc_templates,How many people are there?,2,10,10
imported_genome,How many digits are in the number?,4,4,4
imported_vqa,How many cars does the train have?,7,6,6
imported_genome,How many people are in the image?,2,2,2
imported_genome,How many vehicles are there?,7,6,6
imported_genome,How many players on the fields?,7,5,5
tdiuc_templates,How many people are there?,8,10,ten
imported_vqa,How many pieces of pizza are there?,4,6,6
imported_genome,How many people are there?,2,3,3
tdiuc_templates,How many apples are in the picture?,7,10,10
tdiuc_templates,How many chairs are in the picture?,3,4,four
amt,How many green buses are in this image?,1,1,1
tdiuc_templates,How many people are in the picture?,6,1,1
imported_vqa,How many animals are there?,6,8,eight
imported_genome,How many cows are in the stream?,4,5,5
tdiuc_templates,How many chairs can you see?,5,4,4
tdiuc_templates,How many suitcases can be seen?,7,7,7
imported_vqa,How many mannequins are in the background?,7,8,8
tdiuc_templates,How many people are in the photo?,6,10,10
imported_vqa,How many wheels do the airplane's landing gear have?,6,8,eight
generate,How many big bear are there in the image?,0,0,0
imported_genome,How many people are visible in this photo?,12,12,12
tdiuc_templates,How many broccolis are visible?,4,2,two
imported_vqa,How many suitcases are pictured?,10,11,11
generate,How many birds are there?,0,0,0
tdiuc_templates,How many people are there?,6,5,5
tdiuc_templates,How many donuts can you see?,6,6,6
imported_genome,How many signs are there?,7,7,7
tdiuc_templates,How many people are in the photo?,6,-1,more than ten
tdiuc_templates,How many tvs are visible?,3,2,2
imported_vqa,How many baby teeth are visible??,12,8,8
amt,How many of the dishes are silver?,4,5,5
tdiuc_templates,How many teddy bears are there?,8,10,10
imported_vqa,How many lamps are in the room?,3,3,3
imported_genome,How many are there?,2,2,2
imported_genome,How many bananas are there?,1,1,1
imported_vqa,How many horses are there?,5,5,5
tdiuc_templates,How many carrots are in the picture?,3,2,2
imported_genome,How many people are on the dock?,5,4,4
tdiuc_templates,How many people are in the photo?,8,12,12
imported_vqa,How many people are standing?,4,5,5
tdiuc_templates,How many oranges are there?,12,100,100
generate,How many grey bears are in the picture?,0,0,zero
tdiuc_templates,How many chairs are visible?,2,1,one
imported_genome,How many vegetable people are here?,2,2,2
imported_genome,How many zebras are pictured here?,7,7,7
imported_vqa,How many of the men in this scene are wearing glasses?,2,2,2
imported_genome,How many building are in the background?,3,4,4
generate,How many cats are meowing on a bed?,0,0,0
tdiuc_templates,How many sandwiches are in the photo?,1,1,1
imported_genome,How many beds are in the room?,1,1,one
generate,How many of the umbrellas are folded?,0,0,0
tdiuc_templates,How many people are in the photo?,2,2,two
tdiuc_templates,How many toothbrushes are there?,5,9,9
tdiuc_templates,How many umbrellas are in the photo?,6,5,five
tdiuc_templates,How many people are visible?,8,10,ten
tdiuc_templates,How many people are there?,5,10,10
imported_vqa,How many kids are sitting down?,10,10,10
tdiuc_templates,How many cars can be seen?,3,2,two
imported_genome,How many train cars are there?,3,4,4
imported_genome,How many kites are there?,6,6,6
imported_vqa,How many candles are on the cake?,10,12,12
tdiuc_templates,How many people can you see?,6,5,5
imported_vqa,How many people are there in the stands?,5,20,20
imported_genome,How many claws is visible?,5,5,5
imported_genome,How many motorcycles can be seen in the photo?,5,5,five
tdiuc_templates,How many people can you see?,6,5,five
tdiuc_templates,How many people are in the picture?,14,-1,more than ten
imported_vqa,How many people are sitting?,0,0,0
amt,How many wheels are really big?,1,2,2
imported_genome,How many signs?,4,5,5
tdiuc_templates,How many people can you see?,4,-1,many
tdiuc_templates,How many people are there?,4,4,four
imported_genome,How many peppers are on the closest plate?,2,2,2
tdiuc_templates,How many people are there?,6,10,10
tdiuc_templates,How many skateboards can you see?,2,2,two
tdiuc_templates,How many people are in the picture?,4,5,five
tdiuc_templates,How many people are there?,5,5,five
imported_genome,How many people can you see in the image?,7,7,7
tdiuc_templates,How many people are there?,6,5,5
tdiuc_templates,How many chairs are there?,5,10,10
generate,How many legs do the benches have?,0,0,0
tdiuc_templates,How many people can you see?,6,7,seven
tdiuc_templates,How many people are there?,7,10,10
imported_genome,How many boats are in this picture?,3,4,4
tdiuc_templates,How many people are in the photo?,11,13,13
tdiuc_templates,How many bottles are there?,3,2,2
imported_vqa,How many airplanes do you see?,9,9,9
imported_vqa,How many windows by the clocks?,4,2,2
imported_genome,How many boats are there?,2,4,4
imported_vqa,How many letters are seen in the picture?,6,12,12
tdiuc_templates,How many cars are visible?,2,2,2
tdiuc_templates,How many people are there?,6,-1,more than ten
tdiuc_templates,How many dogs can you see?,8,7,7
imported_vqa,How many sides does the sign have?,8,8,8
imported_vqa,How many ladies have on glasses?,5,4,four
imported_vqa,How many varieties of cheese slices are there?,3,2,2
imported_vqa,How many bikes are in the photo?,7,9,nine
tdiuc_templates,How many cars can you see?,5,9,9
imported_vqa,How many people?,4,4,four
imported_vqa,How many cupcakes are there?,5,6,6
imported_vqa,How many fruit are there?,11,10,10
imported_genome,How many elephants are in the photo?,9,9,9
tdiuc_templates,How many birds can be seen?,3,3,3
tdiuc_templates,How many umbrellas are there?,6,0,0
generate,How many chairs are under the wood board?,0,0,0
tdiuc_templates,How many people are visible?,6,5,five
imported_vqa,How many lights are there?,5,10,10
imported_genome,How many people are in photo?,3,3,3
amt,How many pizza boxes are closed?,6,0,0
tdiuc_templates,How many people are in the photo?,2,2,two
tdiuc_templates,How many people are there?,5,10,10
imported_genome,How many paintings are there?,1,1,1
imported_vqa,How many surfboards are there?,11,11,11
tdiuc_templates,How many umbrellas are visible?,2,2,two
tdiuc_templates,How many people are there?,7,12,12
imported_vqa,How many hands do you see?,6,6,6
amt,How many yellow flowers do you see?,3,2,2
tdiuc_templates,How many bowls are in the picture?,6,6,6
imported_vqa,How many pillows are on the bed?,4,4,4
imported_genome,How many chair arms are shown?,1,2,2
tdiuc_templates,How many people can you see?,5,5,5
imported_vqa,How many oranges can you see?,5,6,6
imported_vqa,How many skiers are shown?,4,5,five
tdiuc_templates,How many hot dogs can you see?,5,1,1
imported_genome,How many kites are there?,11,15,15
amt,How many people are holding drums on the right side of a raised hand?,3,1,one
amt,How many yellow fruits are in the image?,6,1,1
generate,How many chairs are seen?,0,0,0
tdiuc_templates,How many airplanes are visible?,6,6,6
tdiuc_templates,How many suitcases are there?,7,10,10
imported_vqa,How many surfers are present?,2,2,2
tdiuc_templates,How many people can be seen?,10,20,20
tdiuc_templates,How many people are there?,7,-1,more than ten
imported_vqa,How many different produce items are in the scene?,5,5,5
tdiuc_templates,How many people are visible?,6,9,9
tdiuc_templates,How many oranges are there?,8,15,15
tdiuc_templates,How many carrots are in the picture?,4,10,10
tdiuc_templates,How many people are visible?,9,10,10
imported_genome,How many people are on the beach?,6,7,7
tdiuc_templates,How many cars are there?,4,4,four
tdiuc_templates,How many apples are there?,4,-1,many
tdiuc_templates,How many suitcases are there?,7,6,6
imported_vqa,How many pictures are on the wall?,13,9,9
generate,How many cars are in the picture?,0,0,0
generate,How many dogs are seen?,0,0,0
tdiuc_templates,How many people are there?,9,8,eight
imported_vqa,How many people are sitting at the table?,6,6,six
imported_vqa,How many cars are in this photo?,6,7,seven
imported_genome,How many vehicles are there?,8,10,10
imported_vqa,How many triangular slices of pizza are there?,6,6,6
imported_vqa,How many boys are in this picture?,8,9,9
generate,How many people have ties on?,0,-1,none
tdiuc_templates,How many people can be seen?,14,17,17
tdiuc_templates,How many cups are in the picture?,8,0,0
imported_genome,How many sheep heads are shown?,5,5,5
imported_genome,How many cups are shown?,1,1,1
tdiuc_templates,How many forks are there?,1,2,2
tdiuc_templates,How many people are there?,5,-1,more than ten
tdiuc_templates,How many suitcases are in the picture?,8,6,6
tdiuc_templates,How many people are there?,6,6,six
imported_genome,How many elephants are in the picture?,5,6,6
tdiuc_templates,How many pizzas are there?,2,4,4
imported_vqa,How many bananas in the bunch?,13,12,12
tdiuc_templates,How many books can be seen?,6,7,7
imported_vqa,How many plates are pictured?,6,5,5
tdiuc_templates,How many people are there?,5,10,10
generate,How many bananas are there?,0,0,0
tdiuc_templates,How many people are there?,4,4,four
tdiuc_templates,How many chairs are in the photo?,5,2,two
imported_vqa,How many shoes are the kids wearing?,2,2,2
tdiuc_templates,How many umbrellas are there?,10,12,12
imported_vqa,How many slices?,6,6,6
tdiuc_templates,How many cups can you see?,2,3,3
tdiuc_templates,How many people are in the photo?,2,-1,more than ten
imported_vqa,How many vehicles are in the parking lot?,8,10,10
tdiuc_templates,How many people are visible?,9,12,12
imported_vqa,How many boats are visible?,1,1,one
tdiuc_templates,How many bananas are there?,6,100,100
tdiuc_templates,How many cups are in the picture?,9,6,6
tdiuc_templates,How many cows can you see?,1,0,0
generate,How many bears in the tree?,0,0,0
tdiuc_templates,How many people can be seen?,2,2,two
imported_genome,How many people are playing frisbee?,6,5,5
imported_vqa,How many ski poles are clearly visible in this picture?,2,2,two
tdiuc_templates,How many people are in the photo?,7,6,six
tdiuc_templates,How many people can be seen?,3,4,4
imported_vqa,How many books are there to the right of the clock?,9,9,9
tdiuc_templates,How many people are in the picture?,7,-1,more than ten
imported_vqa,How many wine glasses?,2,2,two
tdiuc_templates,How many bears are there?,1,1,one
tdiuc_templates,How many people can you see?,7,10,10
tdiuc_templates,How many people are there?,8,100,100
tdiuc_templates,How many boats can be seen?,2,4,4
imported_vqa,How many green apples are in this basket?,4,5,5
tdiuc_templates,How many people are there?,12,15,15
imported_genome,How many tents are pictured?,2,4,four
tdiuc_templates,How many cars are visible?,5,7,7
tdiuc_templates,How many cakes are visible?,8,6,6
tdiuc_templates,How many bananas are there?,8,30,30
tdiuc_templates,How many people can be seen?,2,3,3
imported_vqa,How many cows are there?,6,7,seven
imported_genome,How many slices?,4,6,6
tdiuc_templates,How many people are there?,4,6,6
imported_genome,How many fingers are visible?,7,5,5
tdiuc_templates,How many cakes are visible?,8,2,2
tdiuc_templates,How many books are in the picture?,1,1,1
tdiuc_templates,How many people can be seen?,9,20,20
imported_genome,How many dogs are there?,1,1,1
tdiuc_templates,How many cell phones are in the picture?,3,0,0
generate,How many giraffes are pictured here?,0,0,zero
tdiuc_templates,How many people can you see?,5,5,5
imported_vqa,How many signs are there?,4,5,5
imported_vqa,How many pieces of fruit are in the image?,6,6,6
imported_vqa,How many computers are visible in this photo?,3,3,3
tdiuc_templates,How many cakes are there?,4,2,2
imported_vqa,How many skiers have blue uniforms?,2,3,3
tdiuc_templates,How many people are in the photo?,8,-1,more than ten
tdiuc_templates,How many people are in the photo?,10,-1,more than ten
generate,How many elephants do you see?,0,0,zero
tdiuc_templates,How many people can be seen?,3,4,four
tdiuc_templates,How many people are visible?,3,2,2
tdiuc_templates,How many suitcases are in the photo?,13,15,15
imported_genome,How many lights are there?,5,6,6
imported_genome,How many doors are shown?,2,2,2
tdiuc_templates,How many people can you see?,6,10,10
imported_genome,How many people are sitting down?,2,2,two
tdiuc_templates,How many people can be seen?,11,10,10
amt,How many cell phone's screens are lit up?,1,3,3
tdiuc_templates,How many giraffes can be seen?,5,9,9
imported_genome,How many planes are visible?,5,6,6
imported_genome,How many people are there?,5,6,6
tdiuc_templates,How many people are in the picture?,2,2,2
tdiuc_templates,How many people are visible?,5,1,one
imported_vqa,How many colors of fruit do you see?,5,4,4
imported_vqa,How many utensils are on the table?,3,4,4
imported_vqa,How many boards make up the bench seat?,6,8,8
tdiuc_templates,How many donuts are there?,13,24,24
tdiuc_templates,How many tvs can be seen?,7,4,4
tdiuc_templates,How many pizzas are there?,9,12,12
tdiuc_templates,How many cars can be seen?,4,6,6
imported_vqa,How many cars are shown?,6,5,5
tdiuc_templates,How many broccolis are there?,4,3,3
tdiuc_templates,How many umbrellas are in the photo?,1,2,two
imported_vqa,How many apples are there?,5,5,five
imported_vqa,How many buttons are on this cell phone dial pad?,12,16,16
imported_vqa,How many types of bananas?,8,2,2
imported_genome,How many white buses are there?,1,1,1
imported_vqa,How many frisbees are there?,1,1,1
tdiuc_templates,How many people are in the picture?,4,-1,more than ten
tdiuc_templates,How many bowls are visible?,4,5,5
tdiuc_templates,How many people are there?,6,6,six
imported_vqa,How many people are snowboarding?,5,4,4
tdiuc_templates,How many airplanes are there?,6,6,6
imported_vqa,How many slices are there?,2,2,2
tdiuc_templates,How many people are visible?,7,10,ten
imported_vqa,How many blades are on the propeller?,4,4,four
imported_genome,How many people are in the picture?,6,7,7
imported_genome,How many people are there?,4,5,5
tdiuc_templates,How many people are there?,7,9,9
imported_genome,How many people are at the table?,8,8,8
tdiuc_templates,How many motorcycles are visible?,7,5,five
tdiuc_templates,How many carrots are there?,9,20,20
tdiuc_templates,How many giraffes are there?,2,2,two
tdiuc_templates,How many people are there?,4,6,6
amt,How many windows are above the bus?,4,6,6
imported_vqa,How many people are in the picture?,11,15,15
tdiuc_templates,How many zebras are there?,3,3,3
imported_vqa,How many bikes are there?,7,6,6
tdiuc_templates,How many people are there?,13,-1,many
tdiuc_templates,How many people are there?,8,15,15
imported_vqa,How many people?,10,10,10
tdiuc_templates,How many traffic lights are there?,2,4,4
imported_vqa,How many people are there?,4,5,5
tdiuc_templates,How many ties are visible?,4,1,one
imported_vqa,How many different foods are on the plate?,8,7,7
tdiuc_templates,How many bananas are in the picture?,5,100,100
generate,How many colorful umbrellas are there?,0,0,0
tdiuc_templates,How many people are visible?,5,10,ten
imported_vqa,How many apples stems are there in the image?,6,10,10
tdiuc_templates,How many people are in the photo?,6,6,6
imported_genome,How many phones are there?,1,2,2
tdiuc_templates,How many motorcycles are there?,4,4,4
tdiuc_templates,How many bowls are there?,2,3,3
imported_vqa,How many pieces of jewelry do you see?,2,2,2
tdiuc_templates,How many chairs are in the photo?,3,4,4
imported_genome,How many bananas are there?,5,5,5
tdiuc_templates,How many giraffes are there?,2,2,two
imported_genome,How many stickers are on the laptop?,6,10,10
tdiuc_templates,How many people are there?,6,6,6
imported_genome,How many people are there?,7,10,10
tdiuc_templates,How many cows are in the photo?,8,8,8
imported_vqa,How many levels does this bus contain?,2,2,two
imported_vqa,How many are wearing red shirts?,5,5,5
imported_vqa,How many windows in train?,7,6,six
imported_genome,How many people are shown here?,7,8,8
imported_vqa,How many apples are in the sink?,9,6,6
imported_vqa,How many sides does the sign have?,8,8,8
imported_vqa,How many horsemen do you see?,5,5,5
imported_genome,How many people are on the horses?,3,2,2
tdiuc_templates,How many couches can you see?,2,2,2
imported_vqa,How many roses are there?,12,12,12
imported_vqa,How many oranges are in the bowl?,5,7,7
imported_vqa,How many sinks?,2,2,2
imported_vqa,How many pieces is the pizza cut into?,6,8,8
tdiuc_templates,How many people are visible?,6,7,seven
imported_vqa,How many birds are there?,5,5,5
tdiuc_templates,How many cups are visible?,7,7,7
imported_vqa,How many people took their shirt off?,0,0,zero
imported_genome,How many traffic lights are pictured?,3,2,two
tdiuc_templates,How many people can you see?,6,10,10
tdiuc_templates,How many elephants are visible?,5,5,5
imported_vqa,How many pink books are there?,6,5,five
imported_genome,How many people are in the photo?,1,2,2
tdiuc_templates,How many people are visible?,1,1,1
imported_vqa,How many people are in the raft?,6,6,6
imported_genome,How many windows are pictured?,5,4,4
imported_vqa,How many framed pictures are on the wall?,4,4,4
tdiuc_templates,How many cups can you see?,5,7,7
imported_genome,How many birds are there?,2,2,2
tdiuc_templates,How many chairs can you see?,3,3,3
tdiuc_templates,How many people are there?,10,-1,more than ten
amt,How many screens are turned on?,1,2,2
imported_genome,How many people can be partially seen?,6,5,5
tdiuc_templates,How many people can be seen?,7,20,20
imported_genome,How many birds are pictured?,5,10,10
amt,How many numbers are on the bus?,7,4,4
tdiuc_templates,How many people are there?,6,10,10
tdiuc_templates,How many trucks are there?,2,1,one
imported_genome,How many planes are pictured?,6,6,6
tdiuc_templates,How many chairs are in the picture?,6,2,two
amt,How many people in the image are wearing red hats?,2,1,1
tdiuc_templates,How many tvs can be seen?,4,1,one
imported_vqa,How many walls are there?,2,2,two
imported_vqa,How many umbrellas do you see?,6,6,6
amt,How many color in the market?,8,-1,many
tdiuc_templates,How many carrots are there?,11,20,20
imported_vqa,How many lights are in the photo?,2,1,one
tdiuc_templates,How many oranges are there?,6,15,15
tdiuc_templates,How many people are in the photo?,4,1,one
imported_genome,How many cars are in photo?,6,5,5
imported_genome,How many brown and white signs?,2,2,2
imported_vqa,How many umbrellas are in the photo?,9,8,8
tdiuc_templates,How many donuts are in the picture?,9,50,50
imported_genome,How many birds are in the sky?,4,6,6
tdiuc_templates,How many people are there?,9,-1,more than ten
tdiuc_templates,How many people are there?,5,5,5
imported_vqa,How many rings does she have on?,4,2,2
imported_genome,How many cups?,9,20,20
imported_vqa,How many forks are in the picture?,2,2,2
tdiuc_templates,How many benches can be seen?,1,1,1
amt,How many people are not riding a surfboard?,0,0,0
imported_genome,How many horses are shown?,7,8,8
tdiuc_templates,How many people are in the photo?,9,13,thirteen
tdiuc_templates,How many people are there?,14,16,16
imported_genome,How many lights on back of bus?,6,6,6
tdiuc_templates,How many people are visible?,5,-1,many
tdiuc_templates,How many people are there?,5,-1,more than ten
tdiuc_templates,How many people can you see?,10,-1,many
generate,How many skateboards are shown?,0,0,0
tdiuc_templates,How many dining tables can be seen?,3,6,6
tdiuc_templates,How many cars are in the picture?,7,-1,more than ten
tdiuc_templates,How many trucks are there?,3,1,one
tdiuc_templates,How many motorcycles are there?,7,10,10
imported_genome,How many lights?,6,10,10
imported_vqa,How many traffic cones are visible?,10,6,6
imported_vqa,How many pastries are in this picture?,15,12,12
tdiuc_templates,How many people are there?,2,2,2
imported_genome,How many slices of pizza are there?,8,6,6
imported_genome,How many lights are glowing?,4,5,5
amt,How many women have pony tails in this picture?,1,1,1
imported_vqa,How many horses' legs are pictured?,8,8,8
imported_vqa,How many ducks are there?,7,7,7
tdiuc_templates,How many people are there?,3,1,one
imported_genome,How many elephants are there?,5,5,5
imported_genome,How many people?,6,5,5
imported_genome,How many kites are there?,1,1,1
tdiuc_templates,How many people can be seen?,6,7,seven
imported_vqa,How many players do you see?,5,7,7
tdiuc_templates,How many people are there?,11,-1,more than ten
imported_genome,How many grates are in the grill?,4,2,2
tdiuc_templates,How many carrots are in the picture?,10,30,30
imported_genome,How many dinosaurs are in the picture?,0,0,zero
tdiuc_templates,How many couches are visible?,3,2,2
imported_vqa,How many boats are in the water?,6,6,6
tdiuc_templates,How many cars are there?,6,10,ten
tdiuc_templates,How many chairs are in the picture?,5,20,twenty
imported_genome,How many dishes of food are in the photo?,6,5,5
tdiuc_templates,How many zebras can you see?,11,25,25
tdiuc_templates,How many potted plants can you see?,4,0,0
amt,How many of the train cars can you see someone sticking their head out of?,6,0,0
